NAME,DP05_0001E,DP02_0016E,DP02_0112E,DP03_0025E,DP05_0070E,DP02_0056E,DP02_0057E,DP04_0091E,DP03_0119PE
Geographic Area Name,Total Population,Average Family Size,LOTE,Mean Travel Time to Work,hispanic or latino,high school enrollment,college or graduate school enrollment,median mortgage status of owners with mortgage,Percent In Poverty
"Valeria city, Iowa",42,3.3,1,33.2,42,6,0,11,0
"Laurens city, Iowa",1337,2.56,42,13.9,1337,51,4,209,6.9
"Bennett city, Iowa",343,2.64,2,29.5,343,13,18,91,0
"Fort Dodge city, Iowa",24566,2.97,1086,14.2,24566,1317,2242,3386,12.9
"Gowrie city, Iowa",1009,2.66,2,24.8,1009,46,48,166,8.6
"Nevada city, Iowa",6790,2.92,277,17.4,6790,396,238,1354,8.2
"Ellston city, Iowa",32,2.25,0,18.6,32,5,0,3,0
"Shannon City city, Iowa",48,2.36,0,21.6,48,1,0,5,0
"Maxwell city, Iowa",868,2.94,9,26.4,868,15,34,161,0.8
"Albion city, Iowa",572,2.84,31,24.7,572,39,9,105,0
"Waterville city, Iowa",118,2.8,2,27.5,118,4,3,26,10
"Danville city, Iowa",1144,3.24,38,21.3,1144,74,53,235,3.4
"Mediapolis city, Iowa",1576,3.2,10,17.7,1576,82,86,256,4.4
"Grundy Center city, Iowa",2706,2.71,31,19.8,2706,114,66,538,6.1
"Magnolia city, Iowa",138,2.64,0,33.9,138,13,7,23,4.5
"Modale city, Iowa",289,2.99,4,40.2,289,26,16,41,19.3
"Osceola city, Iowa",4998,2.79,1027,21.2,4998,99,61,755,18.8
"Garden Grove city, Iowa",175,2.76,0,26.8,175,7,1,24,27.6
"Lamoni city, Iowa",2611,2.92,151,17.3,2611,92,931,274,12.1
"Murray city, Iowa",667,3.02,16,21.7,667,27,34,108,9.2
"Eagle Grove city, Iowa",3452,2.89,217,14.5,3452,169,176,560,10.1
"New Hampton city, Iowa",3448,2.84,180,15.1,3448,181,73,529,3.6
"Milford city, Iowa",2999,2.66,17,16.7,2999,75,90,589,7.3
"Okoboji city, Iowa",883,2.24,40,16.4,883,21,118,168,5
"Casey city, Iowa",391,2.93,7,24.3,391,23,14,71,14.4
"Irwin city, Iowa",340,2.54,2,19.5,340,16,17,55,13.1
"Tennant city, Iowa",55,3.29,1,24,55,8,4,10,7.1
"Alton city, Iowa",1346,3.07,71,12.5,1346,55,53,242,2.7
"Matlock city, Iowa",74,2.76,0,12.6,74,7,0,7,0
"Macedonia city, Iowa",233,2.73,10,34.9,233,21,11,48,6.1
"Millersburg city, Iowa",174,2.11,7,27.4,174,1,4,41,3.1
"Cambridge city, Iowa",901,3.48,36,26.7,901,56,24,176,10.3
"Zearing city, Iowa",528,2.71,12,25,528,27,25,122,5.7
"Clemons city, Iowa",117,2.68,5,28,117,4,4,13,0
"Laurel city, Iowa",320,3.06,0,21.6,320,50,6,49,1.2
"Marshalltown city, Iowa",27440,3.22,7564,15.5,27440,1405,1152,4051,9.9
"Bettendorf city, Iowa",35293,3.12,2553,17.9,35293,1885,1715,7575,3.8
"Blue Grass city, Iowa",1559,2.88,25,21.1,1559,51,49,362,5.3
"Durant city, Iowa",1812,2.85,46,22.8,1812,112,82,327,3.9
"Eldridge city, Iowa",6231,3.17,79,17.2,6231,325,305,1251,7.1
"Le Claire city, Iowa",3940,3.01,74,20.6,3940,159,167,871,2.5
"Riverdale city, Iowa",389,2.89,5,16.5,389,8,7,58,5.3
"Mapleton city, Iowa",1229,2.61,22,20.6,1229,78,25,191,11.4
"Delaware city, Iowa",118,2.46,1,25.1,118,13,7,42,0
"Parnell city, Iowa",226,2.48,0,22.6,226,4,14,58,0
"Curlew city, Iowa",93,3.75,0,19,93,12,1,16,5
"Cylinder city, Iowa",92,3.61,6,14.8,92,7,5,17,0
"Benton city, Iowa",44,2.62,0,N,44,1,0,3,0
"Delphos city, Iowa",19,3,0,N,19,0,0,2,33.3
"Kelley city, Iowa",302,2.91,1,24,302,21,24,78,6.8
"McCallsburg city, Iowa",319,2.9,2,21,319,8,4,54,5.8
"Slater city, Iowa",1599,3.23,8,23.5,1599,105,80,317,4.3
"Story City city, Iowa",3412,2.72,111,18,3412,171,131,485,3.5
"Gilman city, Iowa",579,2.94,0,21.2,579,30,15,93,9.9
"State Center city, Iowa",1361,3.11,22,23.7,1361,102,50,258,5.3
"Donahue city, Iowa",439,3.1,4,29.2,439,9,29,90,0.8
"Emerson city, Iowa",476,3.15,2,21.6,476,37,14,75,6.3
"Martelle city, Iowa",258,2.47,3,24,258,5,15,66,6.6
"Onslow city, Iowa",184,2.73,5,32.1,184,8,1,37,16.3
"Livermore city, Iowa",466,2.92,11,22.7,466,32,6,109,8.4
"Grafton city, Iowa",300,2.8,5,24.9,300,18,18,67,5.8
"Hawkeye city, Iowa",532,3.21,15,29.9,532,38,20,110,12.8
"Oelwein city, Iowa",6093,2.8,104,16.5,6093,313,203,860,12.1
"Westgate city, Iowa",197,2.47,4,27,197,6,11,57,0
"Oakland Acres city, Iowa",132,2.78,0,17.6,132,11,2,32,0
"Prairie City city, Iowa",2006,3.1,27,27.7,2006,137,68,357,6.5
"Oskaloosa city, Iowa",11531,2.84,466,17.1,11531,459,1130,1778,15.8
"Minden city, Iowa",577,2.92,9,27.7,577,45,14,108,1.1
"Shelby city, Iowa",669,3.03,10,21.4,669,36,25,125,5.2
"Leighton city, Iowa",230,3.51,2,20,230,16,12,43,0
"Chelsea city, Iowa",232,3.38,74,31.5,232,7,6,16,3.3
"Montour city, Iowa",208,3.03,2,19.8,208,2,3,34,0
"Harlan city, Iowa",4944,2.87,263,15.9,4944,312,271,972,8
"Avoca city, Iowa",1520,3.02,0,26.2,1520,93,69,270,9.7
"Crescent city, Iowa",535,2.99,10,20.8,535,20,29,126,1.9
"Barnes City city, Iowa",230,2.93,0,27.2,230,10,1,32,1.7
"Durango city, Iowa",15,2,0,N,15,0,0,3,0
"Farley city, Iowa",1656,3,9,18,1656,108,86,355,2.2
"Peosta city, Iowa",1836,3.52,33,18.6,1836,167,100,353,5.8
"Leland city, Iowa",263,2.93,13,19,263,14,8,44,0
"Thompson city, Iowa",468,2.85,50,20.5,468,12,10,78,17.1
"Fort Atkinson city, Iowa",277,2.45,11,24.1,277,14,10,46,4.7
"Jackson Junction city, Iowa",44,3.15,0,30,44,6,2,4,0
"Lake View city, Iowa",1062,2.41,10,20.5,1062,33,9,193,6.7
"Lytton city, Iowa",278,2.48,7,18.2,278,13,6,45,17.9
"Gilbertville city, Iowa",750,2.54,14,19.9,750,16,53,140,4.5
"Cleghorn city, Iowa",214,2.86,0,14.6,214,6,7,33,15.9
"Larrabee city, Iowa",178,2.53,0,16.6,178,6,6,39,17
"Washta city, Iowa",186,2.43,3,23.7,186,8,6,32,3.9
"Hazleton city, Iowa",838,3.07,5,22.8,838,63,9,157,19.2
"Independence city, Iowa",6013,2.99,245,18.1,6013,300,143,1002,8.5
"Quasqueton city, Iowa",503,2.88,1,25.1,503,27,2,93,1.4
"Ottumwa city, Iowa",24705,2.97,3801,16.4,24705,1180,1464,3872,16.1
"Osage city, Iowa",3591,2.91,84,13.7,3591,200,112,701,4.8
"Altoona city, Iowa",17354,3.16,652,21.2,17354,983,660,3365,6.1
"Johnston city, Iowa",20172,2.95,2285,20.3,20172,1312,802,4445,2.4
"Dunkerton city, Iowa",876,3.32,8,22.9,876,74,38,156,6.1
"Raymond city, Iowa",763,3.25,0,20.7,763,24,43,159,3.5
"Marquette city, Iowa",410,2.63,24,12.4,410,31,13,75,12.5
"Osterdock city, Iowa",70,3.24,9,31.2,70,5,3,12,0
"Granger city, Iowa",1682,3.26,41,27.4,1682,63,67,437,4.3
"Waukee city, Iowa",17980,3.2,1206,20.5,17980,1131,864,4142,1.9
"Breda city, Iowa",430,2.89,6,17.2,430,27,19,87,6
"Willey city, Iowa",116,3.42,3,14.8,116,6,8,29,3.2
"Berkley city, Iowa",17,2.67,0,N,17,1,0,2,0
"Luther city, Iowa",152,2.36,0,27.9,152,11,3,34,0
"Ionia city, Iowa",330,3,0,25.8,330,21,20,58,1.2
"Alta Vista city, Iowa",338,3.4,0,28,338,4,6,54,2.6
"Lake Park city, Iowa",1164,2.78,7,20.4,1164,92,47,238,5.5
"Menlo city, Iowa",431,3.38,8,28.3,431,34,7,90,10.6
"Wayland city, Iowa",1111,3.11,72,21,1111,66,55,195,5.9
"Mount Vernon city, Iowa",4461,3.42,158,20.4,4461,282,1260,683,0
"Palo city, Iowa",1088,3.08,23,22.3,1088,65,25,287,8.9
"New London city, Iowa",1916,2.93,46,17.3,1916,97,44,353,7.4
"Olds city, Iowa",168,2.98,1,20.5,168,8,7,37,0
"Ely city, Iowa",2148,3.27,30,21.9,2148,131,112,500,2
"Marion city, Iowa",38014,3,952,19.5,38014,2141,1724,8183,4.9
"West Liberty city, Iowa",3746,3.58,1633,16.3,3746,299,200,625,0.9
"Cantril city, Iowa",269,3.8,8,26,269,5,3,50,8.3
"Camanche city, Iowa",4350,2.82,139,23.9,4350,303,99,929,9.8
"Grand Mound city, Iowa",646,3.14,4,25.1,646,50,21,119,0
"Floyd city, Iowa",347,3.01,5,18.4,347,18,13,61,0
"Le Mars city, Iowa",9861,2.76,525,12.7,9861,498,482,1665,6.9
"Fenton city, Iowa",291,3.08,7,22.5,291,24,12,43,8.1
"Elliott city, Iowa",405,3.09,0,24.6,405,26,10,60,5.3
"Cromwell city, Iowa",103,3,1,14.9,103,7,6,18,0
"Hubbard city, Iowa",744,2.75,8,23.5,744,34,10,81,2.7
"Paton city, Iowa",229,3.11,1,24.7,229,12,5,34,0
"Rippey city, Iowa",228,2.98,25,24,228,15,4,39,16.1
"Eldora city, Iowa",2677,2.89,97,14.8,2677,284,107,390,5.6
"Bancroft city, Iowa",718,3.02,4,16.7,718,23,31,94,9.4
"Dysart city, Iowa",1473,3.03,12,24.9,1473,93,74,281,7.7
"Lincoln city, Iowa",87,2.32,2,43.1,87,3,3,26,9.1
"Grandview city, Iowa",485,2.85,51,28.9,485,28,18,95,8.4
"Wapello city, Iowa",2048,3.29,222,25.1,2048,148,123,378,9.4
"Primghar city, Iowa",930,2.97,77,18.9,930,55,39,137,7
"Garner city, Iowa",3080,2.76,103,15.3,3080,239,101,641,8.4
"Delta city, Iowa",328,2.56,12,27.1,328,0,1,37,14
"Keota city, Iowa",1006,2.89,33,23.3,1006,33,40,178,18.6
"Ollie city, Iowa",184,2.33,0,29.6,184,13,6,30,3.1
"South English city, Iowa",274,2.74,24,26.4,274,20,14,58,9.5
"Webster city, Iowa",146,2.86,5,27.2,146,9,2,24,8.3
"Barnum city, Iowa",292,3.82,22,22.3,292,19,10,45,24.2
"Steamboat Rock city, Iowa",327,3.14,7,20.4,327,7,17,60,3.8
"Union city, Iowa",467,3.1,6,25,467,31,9,61,8.2
"Lakota city, Iowa",222,2.6,11,23.4,222,13,1,28,16.7
"Ledyard city, Iowa",91,2.83,2,36.8,91,6,1,11,4.3
"Swea City city, Iowa",543,2.69,18,18.7,543,32,31,77,26.8
"Melbourne city, Iowa",765,3.09,5,22.5,765,37,23,150,4.4
"Rhodes city, Iowa",235,2.92,4,33.5,235,10,4,46,6.8
"Davenport city, Iowa",102268,3.19,6604,18.7,102268,5207,7312,16808,12.1
"Soldier city, Iowa",219,3.25,2,16.1,219,17,2,33,0
"Turin city, Iowa",84,3,0,24.7,84,0,0,2,11.1
"Whiting city, Iowa",918,3.06,5,21.7,918,17,45,193,9.7
"Churdan city, Iowa",393,3.13,7,27.3,393,16,5,60,8.8
"Masonville city, Iowa",131,3.44,0,14.6,131,6,4,18,3.7
"Jefferson city, Iowa",4190,2.7,255,17,4190,288,126,776,8.3
"Stanhope city, Iowa",387,2.67,11,26.5,387,15,17,81,3.9
"Mingo city, Iowa",260,3.09,5,25.3,260,2,6,50,0
"Blairsburg city, Iowa",132,2.43,1,21.9,132,4,4,16,4.3
"Kamrar city, Iowa",144,2.85,15,20.4,144,12,4,27,2.4
"Bridgewater city, Iowa",166,2.79,0,30.2,166,2,11,32,2.1
"Boxholm city, Iowa",205,2.56,4,29.2,205,6,6,30,29
"Madrid city, Iowa",2577,2.9,18,23.5,2577,168,65,526,6.1
"Ogden city, Iowa",2128,2.92,17,27.4,2128,104,74,380,9.8
"Bassett city, Iowa",57,2.38,0,30.7,57,3,10,12,0
"Panora city, Iowa",1054,2.95,4,23.6,1054,69,27,177,1.1
"Winfield city, Iowa",1022,3.07,29,29.4,1022,73,36,179,5.9
"Archer city, Iowa",138,2.62,2,17.7,138,2,7,18,4.3
"Vining city, Iowa",69,2.84,3,34.6,69,2,0,23,0
"Elma city, Iowa",609,3.11,12,21,609,18,6,82,17.3
"Fredonia city, Iowa",273,3.42,97,26.6,273,8,4,42,31.3
"Eldon city, Iowa",992,2.8,15,24.3,992,46,8,175,14.5
"Linn Grove city, Iowa",140,2.27,17,22.7,140,0,5,24,11.4
"Clayton city, Iowa",54,1.91,0,N,54,0,0,2,0
"Elkport city, Iowa",20,2.33,0,N,20,0,1,0,83.3
"Luana city, Iowa",324,2.99,8,18.8,324,7,32,79,13.5
"McGregor city, Iowa",827,2.4,30,23.7,827,57,19,156,8.3
"Buffalo Center city, Iowa",885,2.88,45,17.8,885,52,19,127,4.8
"Chester city, Iowa",242,2.58,13,22.8,242,12,25,49,27.7
"Protivin city, Iowa",270,2.4,19,21.5,270,3,8,49,0
"Letts city, Iowa",420,3.35,3,27.2,420,41,2,66,8.1
"Blakesburg city, Iowa",361,2.42,2,23.7,361,9,1,50,19
"Britt city, Iowa",1987,2.82,98,18.2,1987,90,55,399,2.9
"Goodell city, Iowa",114,2.57,2,16.4,114,2,3,26,37.1
"Ankeny city, Iowa",56237,3.15,3460,21.3,56237,2885,4902,12195,2.9
"Polk City city, Iowa",4313,3.2,86,24.2,4313,186,306,907,1.3
"Earlville city, Iowa",877,2.8,23,27.2,877,34,20,199,2.7
"Greeley city, Iowa",255,3.03,13,23.6,255,0,9,48,4.3
"Manchester city, Iowa",5047,2.98,4,17.5,5047,375,176,990,9.8
"What Cheer city, Iowa",684,2.88,10,34.8,684,48,21,63,14.1
"Riceville city, Iowa",783,2.73,13,20.9,783,47,13,151,5.7
"St. Ansgar city, Iowa",1077,2.93,23,17.3,1077,39,51,173,3.5
"Des Moines city, Iowa",214778,3.23,35252,18.8,214778,10891,15569,35101,13.6
"Elkhart city, Iowa",925,3,5,25.3,925,55,27,178,10.4
"Ocheyedan city, Iowa",503,2.94,2,22.2,503,5,10,93,9.6
"Cumming city, Iowa",415,3.1,7,17.7,415,20,8,104,0
"Martensdale city, Iowa",447,3.03,10,26.1,447,54,12,101,13.2
"St. Marys city, Iowa",238,2.68,0,29.8,238,6,11,69,2.8
"Rake city, Iowa",171,2.36,31,20.4,171,5,0,19,23.4
"Calmar city, Iowa",1080,2.9,27,17.6,1080,25,95,194,10.8
"Sac City city, Iowa",2138,2.62,38,15.3,2138,103,64,335,5.1
"Schaller city, Iowa",743,2.79,85,16.3,743,30,23,86,7.6
"Elk Run Heights city, Iowa",1014,2.47,38,15.5,1014,21,41,273,0.9
"Evansdale city, Iowa",4780,3.1,17,16,4780,352,225,867,6.5
"Iowa Falls city, Iowa",5132,2.92,222,15.4,5132,149,528,896,3
"Whitten city, Iowa",182,3.23,0,27.6,182,13,1,19,20.8
"Titonka city, Iowa",513,2.88,14,21,513,28,23,73,17.9
"Wesley city, Iowa",388,2.96,14,24.1,388,15,38,64,6.7
"Spragueville city, Iowa",110,3.46,0,24.4,110,9,3,15,3.8
"Clarinda city, Iowa",5377,2.8,154,13.4,5377,436,187,697,9.3
"Donnellson city, Iowa",882,3.18,3,20.6,882,55,44,130,8.8
"Delmar city, Iowa",525,3.33,38,22.6,525,32,13,107,3.7
"Rockford city, Iowa",693,2.65,5,23.9,693,41,25,135,3
"Libertyville city, Iowa",360,3.07,5,16.9,360,15,10,75,12.5
"Braddyville city, Iowa",166,2.23,15,14.3,166,7,8,38,9.7
"College Springs city, Iowa",233,3.03,6,22,233,13,16,36,14.3
"Mount Pleasant city, Iowa",8467,2.8,795,15,8467,467,550,1114,13.4
"Rome city, Iowa",157,3.18,1,22.2,157,9,5,16,5.3
"Westwood city, Iowa",102,2.64,5,15.4,102,4,1,21,3
"Cedar Rapids city, Iowa",130330,3.01,7794,17.6,130330,6235,9796,26149,8
"Center Point city, Iowa",2521,3.33,38,24.9,2521,271,50,545,0.8
"Hiawatha city, Iowa",7262,3,379,17.3,7262,241,452,890,13.2
"Reasnor city, Iowa",141,3.31,2,26.3,141,9,13,21,11.4
"Inwood city, Iowa",902,3.12,24,18.2,902,24,23,163,3.5
"Lester city, Iowa",283,3.11,15,23.2,283,8,4,50,10
"Tipton city, Iowa",3191,3.14,72,21.6,3191,163,126,592,0
"Williams city, Iowa",399,2.93,15,25.8,399,38,16,57,9.9
"Centerville city, Iowa",5503,2.99,111,17.1,5503,259,179,839,12.3
"Udell city, Iowa",48,2.47,0,24.3,48,0,3,13,0
"Nora Springs city, Iowa",1601,2.87,16,21.1,1601,86,39,363,7.1
"Crawfordsville city, Iowa",254,2.84,4,25.1,254,15,8,50,2.7
"East Peru city, Iowa",95,2.39,0,23.8,95,5,0,10,13.9
"Ainsworth city, Iowa",510,3.26,136,20.9,510,51,6,82,1.6
"Muscatine city, Iowa",23852,3.06,3130,15.5,23852,1359,1007,3684,15.2
"Stockport city, Iowa",317,3.46,1,22.4,317,32,2,38,37.5
"New Providence city, Iowa",238,2.76,0,22,238,11,9,34,5.7
"Owasa city, Iowa",56,3.2,0,20.7,56,13,0,15,0
"George city, Iowa",1095,2.66,42,13.6,1095,38,20,196,3.5
"Havelock city, Iowa",140,2.74,0,28.8,140,8,4,12,35.7
"Davis City city, Iowa",194,2.64,0,34,194,6,6,20,25.5
"Shell Rock city, Iowa",1297,2.72,23,18.5,1297,44,42,260,7.1
"Hardy city, Iowa",80,3.9,15,28.8,80,11,0,3,25
"Glenwood city, Iowa",5271,3.32,74,20.7,5271,367,179,781,10.6
"Elgin city, Iowa",724,2.76,9,19.4,724,32,43,118,5.2
"Monroe city, Iowa",1800,2.91,12,21.9,1800,67,67,321,4.2
"Plover city, Iowa",41,2,0,7.5,41,1,0,0,0
"Rolfe city, Iowa",573,2.72,24,25.4,573,30,33,44,11.3
"Lowden city, Iowa",917,2.73,0,29.7,917,59,29,186,10.4
"Exline city, Iowa",142,2.84,2,18.3,142,1,1,19,7.9
"Bonaparte city, Iowa",470,3.34,1,23.3,470,11,8,62,19
"Alburnett city, Iowa",647,3.33,0,25,647,71,43,128,5.3
"Wahpeton city, Iowa",346,2.17,14,17.1,346,8,4,48,0
"Hanlontown city, Iowa",199,3.22,19,22.1,199,23,16,41,4.1
"Kensett city, Iowa",329,2.6,3,21.5,329,21,13,61,17.2
"Randalia city, Iowa",64,3.33,0,29.6,64,2,3,9,13.3
"Sumner city, Iowa",2153,2.86,18,27.3,2153,99,109,441,5.9
"Ellsworth city, Iowa",590,3.23,60,21.6,590,29,42,86,6.3
"Coggon city, Iowa",725,3.31,3,27.2,725,69,9,140,6.9
"Robins city, Iowa",3380,3.03,273,16.5,3380,312,153,828,0.5
"Leon city, Iowa",1916,3.1,4,24.6,1916,105,35,252,12.7
"Webster City city, Iowa",7830,2.91,719,15,7830,433,308,1403,7.9
"Rathbun city, Iowa",59,2.25,0,17,59,0,4,17,0
"Carbon city, Iowa",32,2,2,16.1,32,0,0,4,0
"Prescott city, Iowa",241,2.79,3,24.8,241,23,11,41,13.2
"Panama city, Iowa",204,3.17,3,17.4,204,8,6,38,4.2
"Granville city, Iowa",358,2.61,33,18.3,358,4,8,51,6.9
"Ireton city, Iowa",787,2.74,60,19.4,787,24,10,141,10.4
"McClelland city, Iowa",202,3.21,5,26.9,202,19,9,41,0
"Keomah Village city, Iowa",62,2.29,1,26.8,62,2,0,17,0
"Remsen city, Iowa",1725,2.92,8,16.1,1725,97,48,314,6.9
"Dayton city, Iowa",728,3.02,10,22.4,728,20,28,112,2.4
"Arion city, Iowa",118,2.86,0,12.4,118,2,0,18,8.3
"Charter Oak city, Iowa",622,2.88,68,20.3,622,38,27,111,18.5
"Latimer city, Iowa",490,3.11,77,20.1,490,16,21,45,14.8
"Millerton city, Iowa",108,3.42,0,21.7,108,3,0,14,15.8
"Sharpsburg city, Iowa",113,2.75,5,31.7,113,0,0,13,7.1
"Dolliver city, Iowa",74,2.58,0,20.3,74,5,0,7,21.1
"Randolph city, Iowa",189,3.18,21,36,189,7,6,30,13.7
"Hedrick city, Iowa",630,3.13,0,24,630,53,33,116,13.2
"Keswick city, Iowa",237,2.62,2,24.4,237,15,10,40,6.5
"Beaman city, Iowa",229,3.14,2,17.4,229,19,10,43,1.6
"Holland city, Iowa",281,2.87,9,24,281,10,9,74,0
"Pisgah city, Iowa",290,2.65,0,38.4,290,4,4,53,14.1
"Keokuk city, Iowa",10484,3.04,433,13.8,10484,392,272,1496,19.8
"Villisca city, Iowa",1286,2.59,37,21.1,1286,63,73,163,20.2
"Vail city, Iowa",455,2.83,108,21.8,455,16,5,88,6.8
"Geneva city, Iowa",121,3.1,3,41.9,121,10,1,19,3.3
"Kimballton city, Iowa",325,2.6,12,18.8,325,9,8,41,7.5
"Oxford city, Iowa",902,2.84,18,24,902,53,45,194,2
"Shueyville city, Iowa",596,3.09,11,23.8,596,24,13,121,0
"Bussey city, Iowa",551,3.07,3,25.9,551,45,24,82,23
"Melcher-Dallas city, Iowa",1236,2.86,0,27.8,1236,49,27,230,16.8
"Swan city, Iowa",70,4,4,31.1,70,5,7,6,36.4
"Gravity city, Iowa",154,2.82,0,31.4,154,4,2,18,10.3
"Farragut city, Iowa",441,2.48,4,18.8,441,13,18,82,7.1
"Hamburg city, Iowa",1125,2.72,8,19.3,1125,47,44,167,13.1
"Riverton city, Iowa",268,2.65,3,27.4,268,8,17,52,3.9
"Hayesville city, Iowa",39,2.08,1,28.4,39,0,0,4,8.3
"North English city, Iowa",1194,3.09,7,27.8,1194,63,20,211,16.6
"Reinbeck city, Iowa",1628,2.73,30,21.3,1628,62,52,326,3.3
"Thornburg city, Iowa",69,3,0,17,69,8,1,10,0
"Mitchell city, Iowa",132,3.03,0,13.4,132,3,0,16,0
"Middletown city, Iowa",388,3.11,11,17.3,388,17,10,89,6.5
"Logan city, Iowa",1607,2.96,24,27.7,1607,82,67,329,8
"Fort Madison city, Iowa",10634,2.91,189,16.8,10634,531,498,1666,10
"Exira city, Iowa",898,2.87,6,21.3,898,18,22,141,12.1
"Buck Grove city, Iowa",16,2,0,11.2,16,0,0,1,0
"Dow City city, Iowa",474,2.67,11,17,474,13,9,67,9.7
"North Liberty city, Iowa",17721,3.14,1113,22.9,17721,712,1330,3756,1.7
"West Branch city, Iowa",2294,2.88,21,21.6,2294,131,142,530,6.2
"Marysville city, Iowa",116,3.32,1,24.5,116,18,8,14,12
"Allerton city, Iowa",537,2.95,8,26.3,537,18,24,74,14.4
"Corydon city, Iowa",1579,2.86,16,19,1579,69,37,257,8.2
"West Point city, Iowa",958,2.57,41,19.9,958,38,43,123,1.1
"Thayer city, Iowa",57,2.6,0,35.7,57,9,4,6,13.3
"Martinsburg city, Iowa",109,2.83,0,24,109,1,0,21,6.9
"Balltown city, Iowa",68,2.46,9,28.7,68,0,0,12,0
"Rockwell city, Iowa",970,2.93,6,21.5,970,56,29,193,0
"Edgewood city, Iowa",732,2.66,8,18.6,732,18,16,105,2.9
"Williamson city, Iowa",135,3.87,18,39.2,135,2,2,16,10
"Onawa city, Iowa",2849,2.94,31,16.7,2849,167,45,368,17.2
"Swaledale city, Iowa",117,2.61,1,19.9,117,7,2,12,5.6
"Ralston city, Iowa",73,3,0,22.6,73,2,0,13,23.5
"Ruthven city, Iowa",720,3.21,18,18.2,720,51,12,140,6.5
"Mount Ayr city, Iowa",2029,2.88,56,15.5,2029,67,98,352,4.8
"Haverhill city, Iowa",160,3.25,0,19.5,160,8,2,36,0
"Le Grand city, Iowa",969,2.97,35,20.9,969,77,27,175,5.3
"Long Grove city, Iowa",1029,3.36,17,18.8,1029,51,55,228,3.4
"Ute city, Iowa",392,2.86,0,32.1,392,15,16,53,5.2
"Columbus Junction city, Iowa",2330,3.42,1177,22,2330,118,123,279,8.1
"Cotter city, Iowa",41,2.69,0,38.9,41,2,0,1,7.7
"Oakville city, Iowa",192,3.34,7,30.9,192,16,7,34,18
"Hartley city, Iowa",1743,2.69,110,21,1743,71,51,262,7.1
"Dougherty city, Iowa",86,3.13,0,22.8,86,4,0,10,0
"Rock Falls city, Iowa",170,2.84,2,21,170,0,1,39,2
"Dundee city, Iowa",221,3.56,7,21.8,221,17,12,39,12
"Ryan city, Iowa",402,2.76,2,27.6,402,11,7,79,2.4
"Clive city, Iowa",17134,3.06,2022,17.7,17134,965,712,3818,4.7
"Pleasant Hill city, Iowa",9608,3.09,403,22.6,9608,475,480,1844,2.5
"Runnells city, Iowa",498,3.32,4,27.3,498,37,21,106,3.9
"Saylorville CDP, Iowa",3715,2.92,0,20.3,3715,392,89,745,17.1
"Urbandale city, Iowa",42222,3.09,4366,18.2,42222,2518,1601,9338,3.9
"Elkader city, Iowa",1396,2.53,14,15.1,1396,84,26,187,5
"Garnavillo city, Iowa",864,2.65,40,17.2,864,37,16,142,2.9
"Norway city, Iowa",533,3.08,5,19.9,533,39,23,101,18.5
"Clarion city, Iowa",2791,2.92,412,12.9,2791,218,47,436,16.6
"Orleans city, Iowa",415,2.15,13,18.2,415,7,16,98,0
"Hawarden city, Iowa",2574,3.19,627,18.5,2574,110,57,371,9.3
"Wilton city, Iowa",2815,2.8,27,20.2,2815,153,148,507,1.1
"Leando CDP, Iowa",44,-,0,N,44,0,0,35,-
"Rock Rapids city, Iowa",2559,3.04,45,14.3,2559,95,35,523,4.6
"Low Moor city, Iowa",275,3.01,2,21.8,275,19,10,56,13.9
"Harper city, Iowa",87,3.76,0,31.9,87,7,2,17,5.9
"Lorimor city, Iowa",354,2.7,0,32.5,354,15,8,44,15.5
"Afton city, Iowa",891,2.67,20,16.9,891,62,25,172,5.7
"Windsor Heights city, Iowa",4990,2.81,426,17,4990,111,229,1102,13.7
"Maloy city, Iowa",19,4.25,0,29,19,0,1,4,0
"Lineville city, Iowa",221,2.7,1,33.2,221,5,4,42,19.7
"Crystal Lake city, Iowa",235,2.5,3,24.1,235,6,3,48,17.2
"Deep River city, Iowa",191,3.05,13,25,191,10,6,37,6.8
"Stacyville city, Iowa",562,2.92,2,19.6,562,26,25,75,1.5
"Ringsted city, Iowa",482,2.67,7,22.5,482,17,20,68,17.1
"Westphalia city, Iowa",126,3.58,0,18.3,126,6,0,23,0
"Graf city, Iowa",90,2.93,0,21.5,90,3,2,23,0
"Van Meter city, Iowa",1216,3.01,17,20.7,1216,79,17,297,0.8
"Springville city, Iowa",1159,2.78,10,23.8,1159,75,28,278,2.3
"Meriden city, Iowa",187,2.96,0,12.6,187,13,2,39,5.6
"Springbrook city, Iowa",149,2.81,2,33.8,149,4,0,34,0
"Russell city, Iowa",567,3.02,6,24.4,567,29,5,83,12.4
"Ackworth city, Iowa",217,3.52,0,27.6,217,5,7,16,50
"Norwalk city, Iowa",10179,3.06,195,21.3,10179,555,695,2325,1.1
"Sandyville city, Iowa",69,2.87,0,33.6,69,1,2,13,8.7
"Spring Hill city, Iowa",63,3.06,0,26.9,63,0,0,10,0
"Boyden city, Iowa",864,2.97,104,15.4,864,34,28,181,7.8
"Lucas city, Iowa",197,3.11,2,27,197,22,4,25,7.3
"Doon city, Iowa",639,2.89,16,15.5,639,33,16,175,5.9
"Miles city, Iowa",390,2.8,2,23.9,390,35,20,76,7.5
"Monmouth city, Iowa",172,2.71,1,29.1,172,3,9,29,18.4
